DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
15-Dec-25,EQ,"1,585.00","1,610.80","1,585.00","1,598.20","1,607.00","1,606.80","1,603.88","1,999.60","1,307.00","41,90,558","6,72,11,34,417.80","1,63,737"
12-Dec-25,EQ,"1,601.40","1,601.80","1,582.60","1,598.00","1,597.50","1,598.20","1,593.93","2,006.45","1,307.00","46,33,912","7,38,61,37,017.50","1,44,042"
11-Dec-25,EQ,"1,598.00","1,607.40","1,580.50","1,584.80","1,596.20","1,598.00","1,592.84","2,006.45","1,307.00","51,59,319","8,21,79,52,937.00","1,54,906"
10-Dec-25,EQ,"1,608.00","1,608.00","1,582.80","1,599.00","1,584.80","1,584.80","1,590.84","2,006.45","1,307.00","51,16,140","8,13,89,64,777.00","1,91,185"
09-Dec-25,EQ,"1,601.20","1,606.90","1,582.40","1,610.80","1,597.00","1,599.00","1,596.28","2,006.45","1,307.00","69,57,599","11,10,62,55,546.90","1,56,650"
08-Dec-25,EQ,"1,617.10","1,630.00","1,600.20","1,616.20","1,608.00","1,610.80","1,616.80","2,006.45","1,307.00","75,50,413","12,20,75,31,800.50","3,02,234"
05-Dec-25,EQ,"1,610.00","1,631.80","1,600.00","1,597.60","1,613.90","1,616.20","1,617.78","2,006.45","1,307.00","1,03,44,725","16,73,55,28,909.20","3,27,955"
04-Dec-25,EQ,"1,568.00","1,599.00","1,568.00","1,578.70","1,593.20","1,597.60","1,591.52","2,006.45","1,307.00","1,26,09,619","20,06,84,24,408.50","3,25,755"
03-Dec-25,EQ,"1,555.10","1,586.00","1,554.10","1,561.00","1,575.60","1,578.70","1,574.15","2,006.45","1,307.00","1,28,95,312","20,29,91,83,597.60","3,39,751"
02-Dec-25,EQ,"1,567.00","1,579.90","1,556.10","1,564.00","1,563.00","1,561.00","1,564.22","2,006.45","1,307.00","63,35,969","9,91,08,27,669.40","2,43,238"
01-Dec-25,EQ,"1,562.50","1,574.00","1,556.00","1,560.10","1,563.50","1,564.00","1,564.42","2,006.45","1,307.00","53,41,800","8,35,68,20,751.00","1,89,364"
28-Nov-25,EQ,"1,565.00","1,568.40","1,557.00","1,566.40","1,558.10","1,560.10","1,561.93","2,006.45","1,307.00","44,53,221","6,95,56,03,409.70","1,15,190"
27-Nov-25,EQ,"1,564.00","1,574.30","1,552.20","1,557.90","1,565.00","1,566.40","1,563.46","2,006.45","1,307.00","75,52,252","11,80,76,63,907.20","1,68,875"
26-Nov-25,EQ,"1,532.10","1,560.30","1,532.10","1,530.60","1,557.30","1,557.90","1,550.71","2,006.45","1,307.00","75,75,038","11,74,67,21,789.00","1,22,796"
25-Nov-25,EQ,"1,549.00","1,550.60","1,525.90","1,548.00","1,530.20","1,530.60","1,532.04","2,006.45","1,307.00","81,07,952","12,42,17,20,830.60","1,70,664"
24-Nov-25,EQ,"1,563.60","1,585.00","1,541.00","1,545.00","1,546.20","1,548.00","1,558.71","2,006.45","1,307.00","1,92,70,381","30,03,69,94,341.40","2,67,249"
21-Nov-25,EQ,"1,531.00","1,551.50","1,526.30","1,536.50","1,544.10","1,545.00","1,543.83","2,006.45","1,307.00","91,86,302","14,18,20,74,317.80","2,27,357"
20-Nov-25,EQ,"1,555.00","1,555.00","1,534.00","1,541.10","1,536.30","1,536.50","1,539.60","2,006.45","1,307.00","73,87,584","11,37,39,29,222.90","1,74,272"
19-Nov-25,EQ,"1,490.50","1,543.00","1,490.50","1,486.40","1,542.00","1,541.10","1,531.48","2,006.45","1,307.00","1,09,81,126","16,81,73,87,454.20","2,12,749"
18-Nov-25,EQ,"1,506.00","1,506.00","1,483.20","1,507.60","1,486.80","1,486.40","1,489.33","2,006.45","1,307.00","75,25,119","11,20,73,98,254.70","1,64,811"
17-Nov-25,EQ,"1,496.00","1,510.20","1,492.50","1,502.80","1,507.00","1,507.60","1,502.37","2,006.45","1,307.00","79,10,354","11,88,42,61,119.20","2,71,436"
14-Nov-25,EQ,"1,520.00","1,530.00","1,488.80","1,541.80","1,505.80","1,502.80","1,502.86","2,006.45","1,307.00","97,39,549","14,63,71,69,031.70","2,36,102"
13-Nov-25,EQ,"1,557.10","1,557.50","1,530.30","1,551.70","1,542.00","1,541.80","1,546.18","2,006.45","1,307.00","1,96,55,689","30,39,11,36,875.00","3,84,451"
12-Nov-25,EQ,"1,540.00","1,559.20","1,538.10","1,530.30","1,550.60","1,551.70","1,551.22","2,006.45","1,307.00","1,46,35,417","22,70,27,69,740.90","3,94,127"
11-Nov-25,EQ,"1,525.00","1,533.40","1,511.10","1,513.50","1,531.10","1,530.30","1,523.87","2,006.45","1,307.00","1,36,92,989","20,86,62,99,929.10","2,55,611"
10-Nov-25,EQ,"1,490.10","1,520.00","1,490.00","1,476.80","1,515.00","1,513.50","1,510.83","2,006.45","1,307.00","97,87,975","14,78,79,62,928.50","2,23,666"
07-Nov-25,EQ,"1,470.00","1,480.90","1,449.10","1,466.70","1,478.00","1,476.80","1,466.50","2,006.45","1,307.00","87,65,759","12,85,50,16,020.60","2,54,091"
06-Nov-25,EQ,"1,478.60","1,483.00","1,461.90","1,467.90","1,466.50","1,466.70","1,471.99","2,006.45","1,307.00","79,44,752","11,69,46,18,273.50","2,88,667"
04-Nov-25,EQ,"1,479.70","1,481.90","1,462.90","1,485.50","1,468.00","1,467.90","1,470.61","2,006.45","1,307.00","86,91,330","12,78,15,68,402.80","2,50,131"
03-Nov-25,EQ,"1,482.30","1,491.40","1,474.20","1,482.30","1,486.00","1,485.50","1,482.11","2,006.45","1,307.00","54,70,600","8,10,80,37,412.10","1,66,500"
31-Oct-25,EQ,"1,490.00","1,497.10","1,480.70","1,493.80","1,481.90","1,482.30","1,485.71","2,006.45","1,307.00","48,19,814","7,16,08,28,351.20","1,85,234"
30-Oct-25,EQ,"1,507.00","1,508.20","1,489.10","1,510.40","1,495.00","1,493.80","1,494.92","2,006.45","1,307.00","56,08,867","8,38,48,10,481.60","1,58,047"
29-Oct-25,EQ,"1,500.20","1,520.20","1,496.90","1,500.20","1,511.50","1,510.40","1,510.57","2,006.45","1,307.00","48,84,976","7,37,91,12,106.40","1,77,757"
28-Oct-25,EQ,"1,499.70","1,506.50","1,490.50","1,504.50","1,502.20","1,500.20","1,497.66","2,006.45","1,307.00","82,11,019","12,29,73,45,650.30","1,85,479"
27-Oct-25,EQ,"1,510.00","1,515.30","1,498.10","1,525.40","1,504.90","1,504.50","1,506.50","2,006.45","1,307.00","72,73,211","10,95,71,13,552.60","1,31,339"
24-Oct-25,EQ,"1,539.50","1,543.00","1,518.00","1,528.50","1,523.90","1,525.40","1,525.75","2,006.45","1,307.00","86,52,257","13,20,11,69,899.70","2,17,512"
23-Oct-25,EQ,"1,510.00","1,546.00","1,506.00","1,472.40","1,525.00","1,528.50","1,530.64","2,006.45","1,307.00","2,03,58,624","31,16,16,87,039.20","4,58,468"
21-Oct-25,EQ,"1,478.00","1,486.00","1,470.00","1,460.90","1,471.00","1,472.40","1,476.04","2,006.45","1,307.00","16,98,704","2,50,73,52,685.60","42,723"
20-Oct-25,EQ,"1,453.70","1,467.00","1,450.00","1,441.10","1,462.70","1,460.90","1,460.15","2,006.45","1,307.00","69,94,246","10,21,26,38,243.40","2,18,283"
17-Oct-25,EQ,"1,454.90","1,458.40","1,434.00","1,471.50","1,440.90","1,441.10","1,444.15","2,006.45","1,307.00","1,69,59,378","24,49,18,95,479.50","4,08,253"
16-Oct-25,EQ,"1,473.90","1,474.50","1,460.50","1,474.40","1,470.90","1,471.50","1,468.35","2,006.45","1,307.00","80,05,748","11,75,52,32,719.60","1,78,279"
15-Oct-25,EQ,"1,483.90","1,488.60","1,467.50","1,489.90","1,474.40","1,474.40","1,475.22","2,006.45","1,307.00","69,86,098","10,30,60,28,748.90","1,64,747"
14-Oct-25,EQ,"1,499.00","1,514.40","1,486.50","1,493.20","1,488.00","1,489.90","1,494.67","2,006.45","1,307.00","56,00,789","8,37,13,48,792.60","1,36,364"
13-Oct-25,EQ,"1,497.00","1,504.70","1,483.40","1,514.90","1,492.40","1,493.20","1,492.35","2,006.45","1,307.00","58,59,355","8,74,42,11,054.50","1,44,645"
10-Oct-25,EQ,"1,510.00","1,521.70","1,498.80","1,509.30","1,511.90","1,514.90","1,513.91","2,006.45","1,307.00","37,38,353","5,65,95,44,676.20","1,12,569"
09-Oct-25,EQ,"1,502.00","1,514.00","1,487.00","1,495.00","1,509.70","1,509.30","1,504.17","2,006.45","1,307.00","70,28,753","10,57,24,16,602.70","1,77,885"
08-Oct-25,EQ,"1,457.00","1,498.00","1,455.00","1,458.50","1,492.00","1,495.00","1,489.22","2,006.45","1,307.00","46,57,192","6,93,56,05,075.60","1,25,936"
07-Oct-25,EQ,"1,477.70","1,482.90","1,454.00","1,476.00","1,458.10","1,458.50","1,463.53","2,006.45","1,307.00","55,70,320","8,15,23,22,227.90","1,71,449"
06-Oct-25,EQ,"1,446.60","1,478.80","1,442.30","1,446.60","1,474.90","1,476.00","1,465.66","2,006.45","1,307.00","46,30,590","6,78,68,47,790.90","1,05,537"
03-Oct-25,EQ,"1,439.00","1,448.30","1,433.20","1,445.80","1,445.50","1,446.60","1,442.27","2,006.45","1,307.00","68,77,533","9,91,92,77,058.40","1,56,026"
01-Oct-25,EQ,"1,446.00","1,449.50","1,427.40","1,441.80","1,447.90","1,445.80","1,439.54","2,006.45","1,307.00","62,50,692","8,99,81,33,310.60","1,94,062"
30-Sep-25,EQ,"1,443.00","1,452.20","1,438.10","1,441.80","1,442.60","1,441.80","1,443.52","2,006.45","1,307.00","75,56,305","10,90,77,07,364.40","2,47,554"
29-Sep-25,EQ,"1,460.00","1,465.00","1,436.50","1,448.90","1,449.20","1,441.80","1,447.06","2,006.45","1,307.00","1,05,13,117","15,21,31,02,142.10","1,81,113"
26-Sep-25,EQ,"1,475.00","1,478.70","1,441.20","1,484.80","1,452.20","1,448.90","1,457.70","2,006.45","1,307.00","85,97,058","12,53,19,71,834.70","4,45,150"
25-Sep-25,EQ,"1,489.00","1,502.70","1,476.50","1,494.60","1,491.20","1,484.80","1,487.92","2,006.45","1,307.00","94,91,867","14,12,31,54,812.70","1,85,456"
24-Sep-25,EQ,"1,487.20","1,496.70","1,482.70","1,497.50","1,494.90","1,494.60","1,490.99","2,006.45","1,307.00","49,37,004","7,36,10,23,173.70","1,43,787"
23-Sep-25,EQ,"1,493.00","1,513.00","1,493.00","1,499.50","1,500.60","1,497.50","1,500.60","2,006.45","1,307.00","98,32,164","14,75,41,26,838.70","1,64,451"
22-Sep-25,EQ,"1,482.70","1,514.70","1,482.00","1,540.20","1,500.90","1,499.50","1,499.71","2,006.45","1,307.00","1,56,55,204","23,47,83,11,082.40","4,36,891"
19-Sep-25,EQ,"1,544.60","1,551.30","1,520.10","1,540.60","1,543.90","1,540.20","1,536.05","2,006.45","1,307.00","1,29,88,129","19,95,04,22,136.70","1,52,059"
18-Sep-25,EQ,"1,550.00","1,555.00","1,538.50","1,522.40","1,541.10","1,540.60","1,545.13","2,006.45","1,307.00","93,31,945","14,41,90,61,402.30","3,41,731"
17-Sep-25,EQ,"1,516.90","1,526.70","1,514.00","1,511.30","1,521.50","1,522.40","1,521.42","2,006.45","1,307.00","47,95,698","7,29,62,93,565.90","1,37,197"
16-Sep-25,EQ,"1,508.40","1,514.00","1,503.50","1,508.40","1,513.50","1,511.30","1,507.82","2,006.45","1,307.00","89,23,112","13,45,44,16,476.30","2,02,258"
15-Sep-25,EQ,"1,525.60","1,527.50","1,501.20","1,525.60","1,508.50","1,508.40","1,509.78","2,006.45","1,307.00","61,67,414","9,31,14,10,949.80","1,73,954"
12-Sep-25,EQ,"1,537.00","1,542.90","1,521.10","1,509.70","1,524.10","1,525.60","1,529.87","2,006.45","1,307.00","1,28,56,963","19,66,94,25,031.10","3,32,492"
11-Sep-25,EQ,"1,523.90","1,527.50","1,506.50","1,532.60","1,512.20","1,509.70","1,512.35","2,006.45","1,307.00","80,03,662","12,10,43,67,139.30","2,25,605"
10-Sep-25,EQ,"1,510.10","1,534.90","1,509.30","1,504.30","1,532.00","1,532.60","1,528.49","2,006.45","1,307.00","72,81,071","11,12,90,62,219.70","2,09,861"
09-Sep-25,EQ,"1,481.00","1,507.20","1,472.50","1,432.90","1,502.40","1,504.30","1,495.04","2,006.45","1,307.00","1,30,72,640","19,54,41,74,524.90","3,02,959"
08-Sep-25,EQ,"1,451.00","1,458.00","1,428.30","1,444.60","1,436.10","1,432.90","1,436.94","2,006.45","1,307.00","38,11,567","5,47,69,95,827.20","1,51,828"
05-Sep-25,EQ,"1,470.00","1,472.70","1,433.00","1,463.00","1,446.00","1,444.60","1,445.24","2,006.45","1,307.00","54,66,487","7,90,03,95,050.80","1,66,130"
04-Sep-25,EQ,"1,484.00","1,484.00","1,460.10","1,479.10","1,461.50","1,463.00","1,469.07","2,006.45","1,307.00","57,87,724","8,50,25,79,414.80","1,87,871"
03-Sep-25,EQ,"1,500.00","1,501.90","1,473.00","1,498.70","1,480.00","1,479.10","1,479.49","2,006.45","1,307.00","46,23,483","6,84,03,88,121.30","1,94,968"
02-Sep-25,EQ,"1,499.40","1,512.80","1,486.30","1,499.40","1,494.00","1,498.70","1,501.52","2,006.45","1,307.00","52,18,763","7,83,60,67,856.90","2,30,255"
01-Sep-25,EQ,"1,476.70","1,503.40","1,476.20","1,469.60","1,500.60","1,499.40","1,497.49","2,006.45","1,307.00","45,46,057","6,80,76,59,263.50","2,51,323"
29-Aug-25,EQ,"1,501.90","1,501.90","1,467.70","1,500.10","1,469.00","1,469.60","1,479.78","2,006.45","1,307.00","81,69,075","12,08,84,73,402.60","1,80,969"
28-Aug-25,EQ,"1,529.60","1,529.60","1,498.00","1,529.60","1,503.00","1,500.10","1,505.61","2,006.45","1,307.00","54,43,364","8,19,56,06,188.20","1,91,326"
26-Aug-25,EQ,"1,523.00","1,538.40","1,518.60","1,532.10","1,525.80","1,529.60","1,528.71","2,006.45","1,307.00","1,59,94,798","24,45,13,97,801.60","2,29,265"
25-Aug-25,EQ,"1,506.70","1,539.00","1,506.70","1,487.50","1,533.30","1,532.10","1,529.98","2,006.45","1,307.00","1,06,94,531","16,36,24,27,034.30","2,93,354"
22-Aug-25,EQ,"1,498.10","1,504.30","1,486.10","1,496.40","1,487.90","1,487.50","1,492.10","2,006.45","1,307.00","55,43,397","8,27,13,10,707.60","1,81,180"
21-Aug-25,EQ,"1,508.00","1,508.00","1,484.30","1,496.20","1,495.50","1,496.40","1,497.17","2,006.45","1,307.00","65,65,539","9,82,97,15,323.00","2,08,499"
20-Aug-25,EQ,"1,440.70","1,499.00","1,440.70","1,440.00","1,495.10","1,496.20","1,482.74","2,006.45","1,307.00","1,04,13,061","15,43,98,23,972.40","3,07,308"
19-Aug-25,EQ,"1,432.70","1,449.40","1,432.70","1,435.80","1,442.50","1,440.00","1,442.34","2,006.45","1,307.00","39,86,094","5,74,93,06,331.60","1,47,879"
18-Aug-25,EQ,"1,464.70","1,464.70","1,429.60","1,447.70","1,436.00","1,435.80","1,438.72","2,006.45","1,307.00","72,54,561","10,43,72,79,703.70","1,82,842"
14-Aug-25,EQ,"1,426.20","1,470.00","1,426.20","1,426.60","1,448.00","1,447.70","1,451.87","2,006.45","1,307.00","1,29,02,347","18,73,25,83,333.60","2,16,803"
13-Aug-25,EQ,"1,425.00","1,434.00","1,422.40","1,424.10","1,426.40","1,426.60","1,427.16","2,006.45","1,307.00","1,03,18,063","14,72,55,70,609.00","2,82,240"
12-Aug-25,EQ,"1,428.20","1,441.00","1,421.00","1,428.20","1,425.80","1,424.10","1,431.09","2,006.45","1,307.00","98,99,184","14,16,66,00,704.20","2,96,874"
11-Aug-25,EQ,"1,419.90","1,433.40","1,414.00","1,423.10","1,426.00","1,428.20","1,425.61","2,006.45","1,307.00","66,25,368","9,44,51,85,928.90","2,87,957"
08-Aug-25,EQ,"1,425.00","1,433.20","1,417.10","1,436.90","1,424.00","1,423.10","1,424.44","2,006.45","1,307.00","1,00,48,009","14,31,27,81,899.70","3,10,037"
07-Aug-25,EQ,"1,430.00","1,442.00","1,414.20","1,436.70","1,441.00","1,436.90","1,428.81","2,006.45","1,307.00","98,92,020","14,13,37,71,799.70","2,74,685"
06-Aug-25,EQ,"1,452.00","1,456.10","1,430.30","1,460.30","1,433.00","1,436.70","1,440.41","2,006.45","1,307.00","1,05,66,934","15,22,06,82,581.70","3,24,361"
05-Aug-25,EQ,"1,478.70","1,478.70","1,455.00","1,480.50","1,460.00","1,460.30","1,461.05","2,006.45","1,307.00","1,02,13,323","14,92,22,02,900.20","2,59,533"
04-Aug-25,EQ,"1,461.50","1,482.80","1,451.00","1,469.60","1,480.70","1,480.50","1,469.55","2,006.45","1,307.00","86,10,216","12,65,31,81,879.40","2,03,292"
01-Aug-25,EQ,"1,493.90","1,498.70","1,465.50","1,509.00","1,468.30","1,469.60","1,479.80","2,006.45","1,307.00","87,02,978","12,87,86,42,442.30","2,45,779"
31-Jul-25,EQ,"1,509.70","1,527.10","1,497.00","1,519.00","1,508.90","1,509.00","1,510.45","2,006.45","1,307.00","68,51,407","10,34,86,81,107.70","2,44,747"
30-Jul-25,EQ,"1,519.90","1,521.70","1,506.00","1,513.70","1,518.00","1,519.00","1,515.04","2,006.45","1,307.00","57,19,051","8,66,45,75,239.60","1,17,771"
29-Jul-25,EQ,"1,512.90","1,517.20","1,496.10","1,516.00","1,513.50","1,513.70","1,509.14","2,006.45","1,307.00","70,70,448","10,67,02,96,870.50","2,29,718"
28-Jul-25,EQ,"1,513.90","1,519.30","1,482.50","1,515.70","1,514.90","1,516.00","1,508.30","2,006.45","1,307.00","64,39,855","9,71,32,23,437.60","2,09,764"
25-Jul-25,EQ,"1,543.40","1,549.50","1,511.30","1,552.50","1,518.50","1,515.70","1,523.67","2,006.45","1,307.00","1,08,51,259","16,53,37,25,148.10","2,41,673"
24-Jul-25,EQ,"1,580.00","1,582.00","1,548.20","1,574.50","1,553.00","1,552.50","1,557.81","2,006.45","1,307.00","1,41,69,664","22,07,36,17,144.50","2,70,970"
23-Jul-25,EQ,"1,576.30","1,591.90","1,550.00","1,570.90","1,558.90","1,574.50","1,580.42","2,006.45","1,307.00","80,35,026","12,69,87,18,376.80","1,73,368"
22-Jul-25,EQ,"1,565.00","1,585.80","1,565.00","1,584.30","1,575.00","1,570.90","1,574.26","2,006.45","1,307.00","84,73,741","13,33,98,59,186.70","1,76,472"
21-Jul-25,EQ,"1,580.00","1,589.00","1,566.80","1,586.10","1,585.60","1,584.30","1,579.48","2,006.45","1,307.00","36,82,661","5,81,67,01,900.10","1,23,969"
18-Jul-25,EQ,"1,592.10","1,599.30","1,580.00","1,583.50","1,588.20","1,586.10","1,586.74","2,006.45","1,307.00","51,61,833","8,19,05,10,577.60","1,13,626"
17-Jul-25,EQ,"1,598.00","1,610.00","1,580.10","1,607.90","1,581.00","1,583.50","1,590.26","2,006.45","1,307.00","73,74,814","11,72,78,38,015.50","1,71,441"
16-Jul-25,EQ,"1,579.00","1,612.00","1,578.50","1,585.60","1,609.00","1,607.90","1,601.98","2,006.45","1,307.00","62,23,491","9,96,99,27,355.90","1,44,773"
15-Jul-25,EQ,"1,565.10","1,603.60","1,564.00","1,570.30","1,587.20","1,585.60","1,586.28","2,006.45","1,307.00","76,14,807","12,07,92,52,385.60","2,08,916"
14-Jul-25,EQ,"1,591.80","1,591.80","1,559.80","1,594.90","1,570.50","1,570.30","1,569.39","2,006.45","1,307.00","91,73,426","14,39,66,57,160.90","3,34,884"
11-Jul-25,EQ,"1,579.10","1,607.10","1,563.00","1,615.80","1,594.50","1,594.90","1,590.33","2,006.45","1,307.00","1,13,91,755","18,11,65,97,961.40","4,24,033"
10-Jul-25,EQ,"1,638.90","1,638.90","1,607.10","1,633.70","1,618.80","1,615.80","1,617.52","2,006.45","1,307.00","53,30,179","8,62,16,69,458.80","1,47,697"
09-Jul-25,EQ,"1,637.80","1,638.00","1,623.60","1,638.70","1,632.70","1,633.70","1,630.89","2,006.45","1,307.00","45,80,828","7,47,08,23,010.30","1,71,713"
08-Jul-25,EQ,"1,628.00","1,646.20","1,621.50","1,627.00","1,638.50","1,638.70","1,635.98","2,006.45","1,307.00","45,90,681","7,51,02,64,528.10","1,31,513"
07-Jul-25,EQ,"1,640.00","1,644.00","1,623.00","1,640.70","1,626.90","1,627.00","1,630.54","2,006.45","1,307.00","32,94,523","5,37,18,40,769.70","1,27,270"
04-Jul-25,EQ,"1,625.00","1,643.40","1,612.30","1,618.70","1,639.70","1,640.70","1,631.46","2,006.45","1,307.00","44,11,273","7,19,68,24,362.20","1,13,037"
03-Jul-25,EQ,"1,618.50","1,632.40","1,615.00","1,610.50","1,616.90","1,618.70","1,622.33","2,006.45","1,307.00","52,59,695","8,53,29,44,662.10","1,57,372"
02-Jul-25,EQ,"1,618.00","1,649.00","1,603.40","1,606.80","1,609.60","1,610.50","1,622.60","2,006.45","1,307.00","86,53,641","14,04,14,32,376.70","1,74,866"
01-Jul-25,EQ,"1,609.00","1,617.70","1,600.50","1,601.80","1,603.00","1,606.80","1,607.18","2,006.45","1,307.00","41,78,937","6,71,63,11,825.10","1,51,406"
30-Jun-25,EQ,"1,615.00","1,615.00","1,594.10","1,608.00","1,603.40","1,601.80","1,603.36","2,006.45","1,307.00","62,94,505","10,09,23,87,934.00","1,83,538"
27-Jun-25,EQ,"1,619.00","1,629.60","1,602.40","1,616.00","1,611.00","1,608.00","1,611.01","2,006.45","1,307.00","89,12,268","14,35,77,11,409.20","1,76,021"
26-Jun-25,EQ,"1,608.80","1,624.00","1,606.60","1,614.90","1,614.20","1,616.00","1,615.17","2,006.45","1,307.00","65,19,233","10,52,96,69,764.00","1,43,707"
25-Jun-25,EQ,"1,590.00","1,619.90","1,585.10","1,581.60","1,612.50","1,614.90","1,608.74","2,006.45","1,307.00","78,13,533","12,56,99,66,638.70","1,87,869"
24-Jun-25,EQ,"1,601.00","1,609.00","1,576.60","1,584.00","1,579.60","1,581.60","1,590.26","2,006.45","1,307.00","80,83,992","12,85,56,08,766.60","1,57,878"
23-Jun-25,EQ,"1,601.00","1,601.00","1,575.40","1,622.90","1,584.70","1,584.00","1,585.78","2,006.45","1,307.00","79,43,676","12,59,69,45,674.40","2,06,475"
20-Jun-25,EQ,"1,619.00","1,630.70","1,608.90","1,618.40","1,618.00","1,622.90","1,621.30","2,006.45","1,307.00","92,02,821","14,92,05,07,153.70","1,35,603"
19-Jun-25,EQ,"1,623.90","1,630.00","1,611.50","1,632.90","1,616.90","1,618.40","1,618.85","2,006.45","1,307.00","51,47,760","8,33,34,49,709.60","1,62,048"
18-Jun-25,EQ,"1,621.00","1,644.70","1,621.00","1,639.90","1,632.00","1,632.90","1,631.66","2,006.45","1,307.00","56,29,707","9,18,57,42,882.60","1,40,846"
17-Jun-25,EQ,"1,620.70","1,647.40","1,615.60","1,623.80","1,638.00","1,639.90","1,637.98","2,006.45","1,307.00","76,22,083","12,48,48,37,334.90","2,12,796"
